Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
49.0,7011.0,lodging hotels motels resorts,fiesta americana,[],fiesta,"['party equipment rental service · distribution ct # ⋅ opens fri', 'mexican restaurant · curry ford rdclosed ⋅ opens fri', 'festival · n rosalind ave', 'near orlando, fl']",orlando fl,Entertainment
117.0,8021.0,dentists or orthodontists,mesquite canyon dental,"['dentist in mesa, arizona']",mesquite canyon dental,"['dentist in mesa, arizona']",mesa az,Health and Community Services
16.91,5970.0,craft or artist's supply shops,oh my crafts,[],oh my crafts,[],ut,Retail Trade
56.77,5411.0,grocery stores or supermarkets,market street #,['grocery store'],market street,['grocery store'],coppell tx,Retail Trade
38.69,5999.0,miscellaneous & specialty stores,o&co boston,"['cosmetics store in boston, massachusetts']",loco taqueria and oyster bar,['mexican restaurant'],boston ma,Entertainment
38.95,5734.0,computer software stores,cbi*cleverbridge inc,[],cleverbridge,"['e-commerce service in chicago, illinois']",il,Retail Trade
376.0,8021.0,dentists or orthodontists,leslie r fish dds,"['dentist in chandler, arizona']",leslie r. fish dds,"['dentist in chandler, arizona']",chandler az,Health and Community Services
6.42,5599.0,automotive dealers,bingham equipment comp,['farm equipment supplier'],bingham equipment,['farm equipment supplier'],buckeye az,Property and Business Services
51.5,nan,nan,pasquale's rigolet,"['view all', 'italian restaurant']",pasquales rigoletto,['italian restaurant'],bronx ny,Entertainment
4.43,nan,nan,hp white bear lake,"['medical clinic in white bear lake, minnesota']",h p trading,"['near white bear township, mn', 'labor union · white bear lake, mnclosed ⋅ opens fri', 'museum · white bear lake, mnclosed ⋅ opens tue', 'commercial printer · white bear lake, mn']",white bear la mn,Retail Trade
4.95,5499.0,misc food stores - specialty markets & convenience,smokestop,"['tobacco shop in las vegas, nevada']",smoke stop,"['near smoke stop, las vegas, nv', 'tobacco shop · s jones blvd ⋅ opens fri', 'tobacco shop · n buffalo dr suite ⋅ opens fri', 'tobacco shop · n main stclosed ⋅ opens fri']",las vegas nv,Retail Trade
128.4,7992.0,golf courses -- public,the harvester golf clu,"['golf club in marshall county, iowa']",harvester golf club,"['golf club in marshall county, iowa']",rhodes ia,Entertainment
70.0,nan,nan,ramos bros. circus,"['circus in las vegas, nevada']",ramos bros. circus,"['circus in las vegas, nevada']",las vegas nv,Entertainment
96.26,7033.0,campgrounds or trailer parks,ben eoin beach ltd,"['view all', 'resort hotel']",sydney cash,"['electronic parts supplier in annandale, australia']",sydney cd,Retail Trade
240.3,nan,nan,pastaria,['italian restaurant'],pastaria,['italian restaurant'],clayton mo,Entertainment
186.65,nan,nan,richard stevens co,"['make-up artist in newport beach, california']",stevens and cross cosmetics,"['make-up artist in newport beach, california']",newport beach ca,Retail Trade
240.0,7230.0,barber or beauty shops,seven,"['e madison sttemporarily closed', 'seafood alaskan wayopen ⋅ closes', 'ne ravenna blvdclosed ⋅ opens fri', 'near seattle, wa']",seven,"['e madison sttemporarily closed', 'seafood alaskan wayopen ⋅ closes', 'ne ravenna blvdclosed ⋅ opens fri', 'near seattle, wa']",seattle wa,"Trade, Professional and Personal Services"
5.91,nan,nan,greggs   s,['bakery'],greggs,"['leslie rdclosed ⋅ opens', 'kingdom shopping centre, falkland plclosed ⋅ opens', 'near glenrothes, uk', 'euro garages south p, roxburgh rdclosed ⋅ opens']",glenrothes gb,Entertainment
46.41,nan,nan,the fieldhouse   b,['view all'],the fieldhouse,['bar & grill'],braham mn,Health and Community Services
176.0,5045.0,computers and computer peripheral equipment and software,ticketbiscuit,"['software company in shelby county, alabama']",ticketbiscuit,"['software company in shelby county, alabama']",al,Retail Trade
23.38,nan,nan,oakhurst tavern,['bar'],oakhurst tavern,['bar'],seminole fl,Entertainment
29.0,nan,nan,seven sports bar &,['bar & grill'],seven sports bar and grille,['bar & grill'],new freedom pa,Entertainment
1.0,nan,nan,onlinehelpnet.com,[],onlinehelpit,[],cy,"Trade, Professional and Personal Services"
21.16,4214.0,motor freight carriers truck-local/long,reykjavik excursion eh,['view all'],reykjavik excursion eh,['view all'],reykjanesbar is,Services to Transport
43.76,5812.0,restaurants or eating places,rodeo city bar b q,['barbecue restaurant'],rodeo city bar b q,['barbecue restaurant'],ellensburg wa,Entertainment
14.1,nan,nan,minot barber,"['barber shop in minot air force base, north dakota']",barber shop,"['near minot afb, nd', '· barber missile ave bldg. ⋅ opens fri', '· barber shopminot, ndclosed ⋅ opens fri']",minot afb nd,"Trade, Professional and Personal Services"
36.97,5812.0,restaurants or eating places,waddells,['pub'],waddells neighborhood pub,['pub'],spokane wa,Entertainment
10.02,nan,nan,brandy`s,"['· $$american · e cedar ave ⋅ opens fri', '· $$restaurant · s beaver stclosed ⋅ opens fri', 'near flagstaff, az']",brandys restaurant and bakery,['american restaurant'],flagstaff az,Retail Trade
13.73,nan,nan,st. luke's regiona,"['hospital in boise, idaho']",st. lukes boise emergency department,"['emergency room in boise, idaho']",boise id,Health and Community Services
3.6,nan,nan,sq *mighty,[],mighty,"['club in san francisco, california']",san francisco ca,"Trade, Professional and Personal Services"
12.0,8398.0,charitable or social services organizations,kunm fm .,['radio station'],kunm fm .,['radio station'],nm,Health and Community Services
87.99,nan,nan,medlin davis clean,"['raleigh, ncclosed ⋅ opens fri', 'near north carolina']",medlin davis cleaners wakefield,"['dry cleaner in raleigh, north carolina']",nc,"Trade, Professional and Personal Services"
73.9,nan,nan,rick mosley hair,"['beauty salon in clive, iowa']",rick mosley hair,"['beauty salon in clive, iowa']",clive ia,"Trade, Professional and Personal Services"
5.25,nan,nan,hobos,"['american restaurant', 'view all']",hobos,"['american restaurant', 'view all']",portland or,Entertainment
150.0,nan,nan,ssu* premieruksocc,[],ssu,[],ny,Retail Trade
47.0,nan,nan,my nails two llc,"['nail salon in milton, florida']",my nails two,"['nail salon in milton, florida']",milton fl,"Trade, Professional and Personal Services"
8.25,5814.0,fast food restaurants,philly twist,['fast food restaurant'],philly twist pretzel,['fast food restaurant'],ocean city nj,Entertainment
7.99,nan,nan,grc*meaningful bea,['view all'],meaningful beauty legal depart,"['beauty product supplier in el segundo, california']",ca,Property and Business Services
3.87,7997.0,membership clubs incl sports rec athletic country golf,spectrum town cen,['open in maps'],spectrum car care center,"['auto repair shop in gilbert, arizona']",gilbert az,Services to Transport
12.75,nan,nan,stetsons nightlife,['night club'],stetsons nightlife,['night club'],humble tx,Entertainment
52.93,5812.0,restaurants or eating places,tony packo's,['hot dog restaurant'],the original tony packos,['hot dog restaurant'],toledo oh,Entertainment
26.29,nan,nan,thais noodles,['thai restaurant'],thais noodles,['thai restaurant'],morrisville nc,Entertainment
38.21,nan,nan,eggplant urban far,['farm shop'],egg plant urban farm supply,['farm shop'],saint paul mn,Retail Trade
10.0,7832.0,motion picture theaters,water gardens cinema,"['pm', 'thu, jun | fri, jul | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul', 'movie theater in pleasant grove, utah']",water gardens pleasant grove 6,"['pm', 'thu, jun | fri, jul | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul', 'movie theater in pleasant grove, utah']",pleasant grov ut,Entertainment
48.39,5561.0,recreational & utility trailers camper dealers,pato blanco lakes rv r,"['rv park in benson, arizona']",pato blanco lakes rv park and resort,"['rv park in benson, arizona']",benson az,Travel
30.0,nan,nan,yahan corp,"['auto repair shop in queens, new york']",yahan,"['auto repair shop in queens, new york']",woodside ny,Retail Trade
8.7,5714.0,drapery windowcovering and upholstery stores,window blind svc,"['window treatment store · downers grove, ilclosed ⋅ opens fri', 'near illinois', 'corporate office · elmhurst, ilclosed ⋅ opens fri', 'window treatment storeclosed ⋅ opens fri']",window blind service center,"['window treatment store · soquel, caclosed ⋅ opens fri', 'near santa clara county, ca', 'window treatment storeclosed ⋅ opens fri']",il,Retail Trade
19.23,nan,nan,rite aid #,['drug store'],rite aid,['drug store'],paterson nj,Retail Trade
45.0,5968.0,continuity/subscription merchant,twx*hs*cosmo,[],twx*hs*cosmo,[],ny,Property and Business Services
3.24,5814.0,fast food restaurants,aramark american airli,[],aramark,"['uniform store in fort worth, texas']",fort worth tx,Entertainment
23.65,nan,nan,rip n willies,"['ski rental service in south lake tahoe, california']",rip n willies ski and snowboard,"['ski rental service in south lake tahoe, california']",south lake ta ca,Retail Trade
4.99,nan,nan,pco cafeteria,"['restaurant · s harrison stclosed ⋅ opens fri', 'near fort wayne, in', '· $$vietnamese · coldwater rdclosed ⋅ opens fri', '· $$$american · w jefferson blvd ⋅ opens fri']",pco,"['near fort wayne, in', 'swimming pool · ojibway trailclosed ⋅ opens fri', 'medical clinic · corporate dr']",fort wayne in,"Trade, Professional and Personal Services"
11.72,5812.0,restaurants or eating places,apache gold grill,['casino'],apache gold casino resort,['casino'],san carlos az,Travel
34.99,5814.0,fast food restaurants,friday's american ba,['view all'],dallas fort worth international airport,[],toronto cd,Services to Transport
25.0,8062.0,hospitals,innovis health west ac,"['medical clinic · west fargo, ndclosed ⋅ opens fri', 'n university dr n', 'near fargo, nd', 'medical clinic · s university drclosed ⋅ opens fri']",essentia health west fargo clinic,"['medical clinic in west fargo, north dakota']",fargo nd,Health and Community Services
32.13,5812.0,restaurants or eating places,aoki japanese grill su,['restaurant'],aoki japanese restaurant,['restaurant'],seattle wa,Entertainment
82.26,5935.0,wrecking & salvage yards,chuck & eddies used auto,"['hartford, ctclosed ⋅ opens fri', 'new haven, ctclosed ⋅ opens fri', 'southington, ctclosed ⋅ opens fri', 'near connecticut']",chuck and eddies used auto parts,"['plantsville, ctclosed ⋅ opens fri', 'hartford, ctclosed ⋅ opens fri', 'southington, ctclosed ⋅ opens fri', 'near connecticut']",ct,Retail Trade
9.74,nan,nan,speaking rock entertai,"['live music venue in el paso, texas']",speaking rock entertainment center,"['live music venue in el paso, texas']",el paso tx,Entertainment
42.6,8021.0,dentists or orthodontists,robison associates,"['dentist in colorado springs, colorado']",robison associates,"['dentist in colorado springs, colorado']",colorado spri co,Health and Community Services
29.95,4816.0,computer network/info svcs,successfulmatch,[],successfulmatch,[],ca,"Trade, Professional and Personal Services"
5.75,nan,nan,zelicks,"['view all', 'bar']",zelicks icehouse,['bar'],san marcos tx,Entertainment
13.77,5251.0,hardware stores,moldenhauer ace hrdw,"['hardware store in rexburg, idaho']",ace hardware,"['hardware store in rexburg, idaho']",rexburg id,Retail Trade
207.95,6513.0,real estate agents and managers-rentals,scotia group,"['property management company in catalina foothills, arizona']",scotia group management,"['property management company in catalina foothills, arizona']",az,"Trade, Professional and Personal Services"
12.29,nan,nan,cs grocery mart,['liquor store'],c s liquor mart,['liquor store'],santa rosa ca,Retail Trade
5.4,nan,nan,bel forno,['restaurant'],bel forno,['restaurant'],berkeley ca,Entertainment
8.6,5541.0,gas/service stations with/without ancillary services,ta #  bloomington,['truck stop'],ta #  bloomington,['truck stop'],bloomington il,Services to Transport
3.36,nan,nan,alkar billards & b,"['billiards supply store in omaha, nebraska']",alkar billiard and bar stools,"['billiards supply store in omaha, nebraska']",omaha ne,Retail Trade
52.99,nan,nan,barney store,[],the barney shop,"['view all', 'gift shop in orlando, florida']",orlando fl,Retail Trade
2.67,nan,nan,fruit 'n' smoothie,"['· $juice · n orange aveclosed ⋅ opens fri', 'juice · e colonial drclosed ⋅ opens fri', '· $juice · w crystal lake st suite ⋅ opens fri', 'near orlando, fl']",fruit n smoothie sensations,['juice shop'],orlando fl,Retail Trade
149.0,nan,nan,bmt*gdpsoftware.co,[],bmt,"['software company in silver lake, north carolina']",bmtmicro.com nc,"Trade, Professional and Personal Services"
24.95,7278.0,buying or shopping services clubs,wc *homeplay,['view all'],wc *homeplay,[],al,Retail Trade
38.1,nan,nan,coast oil co,"['gas teagarden stclosed ⋅ opens fri', 'machine edison ave', 'auto repair grand ave', 'near san leandro, ca']",sc fuels,"['diesel fuel supplier in san jose, california']",san leandro ca,Services to Transport
86.4,nan,nan,la ginestra inc,['italian restaurant'],la ginestra,['italian restaurant'],mill valley ca,Entertainment
59.99,5411.0,grocery stores or supermarkets,asia supermarket iii,['asian grocery store'],asia supermarket,"['near asia supermarket, n st, philadelphia, pa', 'asian grocery store · n stclosed ⋅ opens fri', 'asian grocery store · race stclosed ⋅ opens fri']",philadelphia pa,Retail Trade
39.47,nan,nan,world wine and liq,['liquor store'],world wine and liquor,['liquor store'],pine beach nj,Retail Trade
7.36,nan,nan,dats cuisine,['vietnamese restaurant'],dats cuisine noodle soup,"['view all', 'vietnamese restaurant']",lincoln ne,Entertainment
100.0,7230.0,barber or beauty shops,kevin anderson,['view all'],kevin anderson,['view all'],phoenix az,"Trade, Professional and Personal Services"
132.88,5812.0,restaurants or eating places,earl's penticton,['restaurant'],earl's penticton,['restaurant'],penticton cd,Entertainment
