Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
10.0,8062.0,hospitals,spmf   breast surgery,"['medical diagnostic imaging center · valencia st second floor, room ⋅ opens fri', 'near san francisco, ca', 'surgical center · clay st suite', 'plastic surgery clinic · suite sutter stclosed ⋅ opens fri']",carolyn c chang md facs,"['plastic surgeon in san francisco, california']",san francisco ca,Health and Community Services
18.0,nan,nan,katana japanese re,['japanese restaurant'],katana japanese restaurant sushi and hibachi,['japanese restaurant'],dover oh,Entertainment
14.2,5814.0,fast food restaurants,rock n dogs,['american restaurant'],rock n pizza,['restaurant'],lakewood co,Entertainment
260.95,7538.0,automotive service shops (non-dealer),trail transmission,"['transmission shop in maricopa county, arizona']",trail transmission,"['transmission shop in maricopa county, arizona']",apachejnctn az,Services to Transport
42.39,nan,nan,luggage express,"['luggage store in sunrise, florida', 'friday, july (edt)']",luggage express,"['luggage store in sunrise, florida', 'friday, july (edt)']",sunrise fl,Retail Trade
8.75,7832.0,motion picture theaters,randolph,['city in massachusetts'],randolph,['city in massachusetts'],randolph ma,Entertainment
19.75,nan,nan,shorewood liquor i,['liquor store'],shorewood liquor,['liquor store'],excelsior mn,Retail Trade
23.95,5947.0,card gift novelty or souvenir shops,pier point gifts & sou,"['gift shop in cleveland, ohio']",pier,"['view all', 'tourist attraction in white rock, british columbia']",white rock cd,Entertainment
53.38,5399.0,general merchandise or convenience food stores,wrench wear,[],monkey wrench menswear,"['clothing store in willits, california']",ca,Retail Trade
216.28,8043.0,opticians,sunglass hut pza gal,"['blvrd puerta de hierro ⋅ opens fri', 'view all', 'near zapopan, jalisco, mexico', 'isla a y c, av. ignacio l. vallarta ⋅ opens fri', 'av rafael sanzio y ⋅ opens fri']",sunglass hut sport,"['sunglasses store in zapopan, mexico']",zapopan jal mx,Retail Trade
25.57,4121.0,taxicabs or limousines,okitou traffic miyagi,['view all'],okitou traffic miyagi,['view all'],nakagami jp,Travel
190.46,5511.0,auto/truck dealers new/used sale repair parts & lease,knudtsen chevrolet,"['chevrolet dealer in post falls, idaho']",knudtsen chevrolet,"['chevrolet dealer in post falls, idaho']",post falls id,Retail Trade
49.68,nan,nan,lockhart motor com,"['ford dealer in lockhart, texas']",lockhart motor company,"['ford dealer in lockhart, texas']",lockhart tx,Retail Trade
80.51,nan,nan,angray fantastico,"['party store in san francisco, california']",fantastico,"['party store in san francisco, california']",san francisco ca,Retail Trade
82.2,5533.0,automotive parts accessories stores,new way auto parts,"['used auto parts store in south tucson, arizona']",new way auto sales and parts,"['used auto parts store in south tucson, arizona']",az,Retail Trade
49.19,nan,nan,barham grocery,['grocery store'],barham grocery,['grocery store'],summerfield nc,Retail Trade
69.0,5733.0,music stores musical instruments pianos sheet music,toontrack music,[],toontrack music,[],umea se,Retail Trade
150.0,8011.0,doctors or physicians,sixteen eleven ina llc,"['near tucson, az', '· $convenience store · e broadway blvdopen hours', '· $convenience store · s alvernon wayopen hours', '· $convenience store · n columbus blvdopen hours']",sixteen eleven ina llc,"['near tucson, az', '· $convenience store · e broadway blvdopen hours', '· $convenience store · s alvernon wayopen hours', '· $convenience store · n columbus blvdopen hours']",tucson az,Health and Community Services
51.18,nan,nan,sunset super,['asian grocery store'],sunset super,['asian grocery store'],san francisco ca,Retail Trade
19.2,nan,nan,strathmore cleaner,"['· # g', 'near strathmore, matawan, nj', '· ⋅ opens fri', '· dry main st ⋅ opens fri']",new regency cleaners and tuxedo rentals,"['dry cleaner in matawan, new jersey']",aberdeen nj,"Trade, Professional and Personal Services"
150.0,7230.0,barber or beauty shops,spa on mesa,"['beauty salon in el paso, texas']",spa on mesa,"['beauty salon in el paso, texas']",el paso tx,"Trade, Professional and Personal Services"
23.07,nan,nan,bee hive thrift st,"['thrift store in philadelphia, pennsylvania']",beehive thrift store sbrm,"['thrift store in philadelphia, pennsylvania']",philadelphia pa,Retail Trade
68.0,5812.0,restaurants or eating places,jordan restaurant,"['view all', 'restaurant']",jrdn restaurant,"['view all', 'restaurant']",san diego ca,Entertainment
11.01,5912.0,pharmcies or drug stores,drogal rosario,"['pharmacy in piracicaba, brazil']",drogal rosario,"['pharmacy in piracicaba, brazil']",piracicaba br,Retail Trade
33.0,nan,nan,kendall square cin,"['pm · pm · pm · pm · pm', 'pm · pm · pm · pm · pm · pm', 'fri, jul | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul | thu, jul', 'movie theater in cambridge, massachusetts', 'pm · pm · pm · pm']",landmark kendall square cinema,"['pm · pm · pm · pm · pm', 'pm · pm · pm · pm · pm · pm', 'fri, jul | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul | thu, jul', 'movie theater in cambridge, massachusetts', 'pm · pm · pm · pm']",cambridge ma,Entertainment
23.72,5812.0,restaurants or eating places,lobos mercado llc,"['grocery store · w frye rdopen hours', 'shopping mall · n arizona aveopen hours', 'view all', 'near chandler, az', 'grocery store · s arizona aveclosed ⋅ opens sat']",lobos mercado llc,"['grocery store in chandler, arizona', 'view all']",chandler az,Entertainment
80.0,7372.0,computer programming systems design or data processing serv,sq *seenbest web desig,[],seenbest web design,"['· website designerclosed ⋅ opens fri', 'near glendale, az', '· website n ave ste ⋅ opens tue']",glendale az,"Trade, Professional and Personal Services"
1.98,5611.0,men's and/or boys' clothing and accessories stores,paypal *thavenuepe,[],paypal *thavenuepe,[],ca,Retail Trade
9.53,5941.0,sporting goods stores,shenk & tittle #,"['exercise equipment store in wyomissing, pennsylvania']",shenk and tittle,"['exercise equipment store in wyomissing, pennsylvania']",wyomissing pa,Retail Trade
26.59,5812.0,restaurants or eating places,pizza palace,['pizza restaurant'],pizza palace,['pizza restaurant'],wellington co,Entertainment
78.95,nan,nan,brees pet grooming,"['pet groomer in south ogden, utah']",brees pet grooming,"['pet groomer in south ogden, utah']",ogden ut,"Trade, Professional and Personal Services"
108.82,5947.0,card gift novelty or souvenir shops,mark webster,[],mark webster,[],new york ny,Retail Trade
14.8,nan,nan,palm haven grand k,"['seafood restaurant', 'view all']",palm haven restaurant,['seafood restaurant'],key west fl,Entertainment
13.05,nan,nan,usi*union square w,"['hotel in new york city, new york', 'open in maps']",w new york,"['albany st', 'park ave s', 'near new york, ny', 'broadway']",ny,Travel
40.82,5261.0,garden and lawn supply stores or nurseries,ugrow,[],ugrow phx,[],phoenix az,Retail Trade
100.0,7230.0,barber or beauty shops,kallisto salon & spa,"['spa in brea, california']",kallisto salon and spa,"['spa in brea, california']",brea ca,"Trade, Professional and Personal Services"
16.0,5812.0,restaurants or eating places,grupo charro llc,[],el charro caf,['mexican restaurant'],az,Entertainment
8.82,5812.0,restaurants or eating places,rest velas,['hotel'],rest velas,['hotel'],puerto vallar mx,Entertainment
12.11,nan,nan,jung il food,['korean grocery store'],jung il oriental food,['korean grocery store'],st petersburg fl,Retail Trade
15.09,5812.0,restaurants or eating places,china pasta house llc,['chinese restaurant'],china pasta house,['chinese restaurant'],tucson az,Entertainment
20.96,nan,nan,jimbo pit  bar b q,"['· $barbecue · tampa, flclosed ⋅ opens fri', '· $barbecue · lakeland, flclosed ⋅ opens fri', 'near florida']",bar b q,"['barbecue · pickerington, ohclosed ⋅ opens fri', '· $$barbecue · jacksonville, flclosed ⋅ opens fri', 'near columbus oh, oh', '· $$barbecue · new albany, ohclosed ⋅ opens fri']",fl,Entertainment
2.23,5947.0,card gift novelty or souvenir shops,canadian gifts n',"['gift shop · robson stclosed ⋅ opens fri', 'gift shop · main st, ca bc vancouverclosed ⋅ opens fri', 'near vancouver, bc, canada']",canadian gifts n',"['gift shop · robson stclosed ⋅ opens fri', 'gift shop · main st, ca bc vancouverclosed ⋅ opens fri', 'near vancouver, bc, canada']",vancouver cd,Retail Trade
111.5,5970.0,craft or artist's supply shops,ye olde cross stitcher,"['needlework shop in bristol, pennsylvania']",ye olde cross stitchery,"['needlework shop in bristol, pennsylvania']",pa,Retail Trade
6.0,7542.0,car washes,valencia road carwash,"['near tucson, az', 'car w valencia rdclosed ⋅ opens fri', 'self service car w valencia rdopen now', 'car w valencia rdopen hours']",octopus car wash,"['near tucson, az', 'w valencia rdclosed ⋅ opens fri', 'n thornydale rdclosed ⋅ opens fri', 'e stclosed ⋅ opens fri']",tucson az,Services to Transport
18.0,5813.0,alcoholic beverages drinking places - bars nightclubs etc,saratoga,"['view all', 'open in maps']",saratoga,['open in maps'],portland or,Entertainment
1490.43,5722.0,appliance stores (nec) or household appliance stores,romanos tvappliance,"['electronics store in scottsdale, arizona']",romanos tv and appliance,"['electronics store in scottsdale, arizona']",scottsdale az,Retail Trade
57.57,nan,nan,vernies pizza,['pizza restaurant'],vernies pizza,['pizza restaurant'],longview wa,Entertainment
25.0,8398.0,charitable or social services organizations,mercy ships,"['non-profit organization in smith county, texas']",mercy ships,"['non-profit organization in smith county, texas']",tx,Health and Community Services
2500.0,1799.0,special trade contractors,young paving,"['paving contractor in bakersfield, california']",young paving,"['paving contractor in bakersfield, california']",bakersfield ca,Retail Trade
76.92,5812.0,restaurants or eating places,billy tse,['chinese restaurant'],billy tse,['chinese restaurant'],revere ma,Entertainment
14.95,5968.0,continuity/subscription merchant,gannett government med,[],gannett,"['mclean, vaclosed ⋅ opens fri', 'near virginia', 'mclean, va', 'fairfax, vaclosed ⋅ opens fri']",va,Property and Business Services
28.55,5947.0,card gift novelty or souvenir shops,cathay living,"['gift shop in victoria, british columbia', 'view all']",victoria coins,['view all'],victoria cd,Retail Trade
74.04,nan,nan,famous brands llc,"['clothing store in valley stream, new york']",famous brands,"['clothing store in queens, new york']",long island c ny,Retail Trade
1750.0,8099.0,medical services and health practitioners (nec),neil j rosen psy d pc,"['psychologist in boulder, colorado']",neil j. rosen psyd,"['psychologist in boulder, colorado']",co,Health and Community Services
7.5,nan,nan,amigo laundry,"['view all', 'laundromat in irving, texas']",amigo laundry,"['view all', 'laundromat in irving, texas']",irving tx,"Trade, Professional and Personal Services"
10.0,7534.0,tire retreading and repair shops,cc tiresrims newused,"['auto parts store in prescott valley, arizona']",c c tires and rims,"['auto parts store in prescott valley, arizona']",prescott az,Retail Trade
100.0,nan,nan,checkoff and casey,"['orthodontist in warminster, pennsylvania']",checkoff and casey orthodontics,"['orthodontist in warminster, pennsylvania']",warminster pa,Health and Community Services
40.0,8211.0,elementary or secondary schools,act*bjhwebstoreikq,[],act*bjhwebstoreikq,[],ca,Education
556.64,nan,nan,start haus,"['sporting goods store in truckee, california']",start haus ski and bike,"['sporting goods store in truckee, california']",truckee ca,Retail Trade
23.54,5511.0,auto/truck dealers new/used sale repair parts & lease,putnam mazda and volvo,"['mazda dealer in burlingame, california']",putnam mazda in burlingame,"['mazda dealer in burlingame, california']",burlingame ca,Retail Trade
307.86,nan,nan,gary w platt md,[],platt dr. gary w,[],ca,Health and Community Services
215.99,4829.0,money orders -- wire transfer,gca*  bears casino,['casino'],4 bears casino and lodge,['casino'],new town nd,Entertainment
7.0,nan,nan,grimes laser wash,"['car south streetopen hours', 'car se crossroads dropen hours', 'car se stclosed ⋅ opens fri', 'near grimes, ia']",clean works grimes car wash,"['car wash in grimes, iowa']",grimes ia,Services to Transport
91.41,nan,nan,ohana chiropractic,"['chiropractor in fountain valley, california']",ohana chiropractic,"['chiropractor in fountain valley, california']",ca,Health and Community Services
76.94,nan,nan,ramada waterfront,['hotel'],ramada by wyndham,['hotel'],sarasota fl,Travel
171.38,nan,nan,midway automotive,"['hyundai dealer in post falls, idaho']",midway automotive,"['hyundai dealer in post falls, idaho']",post falls id,Services to Transport
56.85,nan,nan,northlake cafe,['family restaurant'],northlake cafe,['family restaurant'],baudette mn,Entertainment
12.0,5812.0,restaurants or eating places,dollhouse,"['photography studio · n pl', 'miniatures store', 'near scottsdale, az', 'consultant · cave creek, az']",dollhouse,"['photography studio · n pl', 'miniatures store', 'near scottsdale, az', 'consultant · cave creek, az']",scottsdale az,Retail Trade
61.25,7311.0,advertising services,lat classified adv,[],lat classified adv,[],ca,Property and Business Services
8.98,5411.0,grocery stores or supermarkets,nel's bi lo,['grocery store'],nels bi lo market,['grocery store'],pocatello id,Retail Trade
50.0,nan,nan,cuisinart resort &,['resort hotel'],cuisinart resort and spa,"['resort hotel', 'view all']",aia ai,Travel
20.0,7230.0,barber or beauty shops,r&r barber and jewelry,"['barber shop in phoenix, arizona']",r and r barber and beauty,"['hair salon in phoenix, arizona']",phoenix az,"Trade, Professional and Personal Services"
31.1,5812.0,restaurants or eating places,hob nobs,['cafe'],hob nobs food and spirits,['cafe'],phoenix az,Entertainment
100.0,8931.0,accounting bookkeeping or auditing services,moto installments,[],moto,"['near illinois', 'motorcycle repair shop · northbrook, ilclosed ⋅ opens fri', 'motorcycle shop · spring grove, ilclosed ⋅ opens fri', 'motorcycle dealer · edwardsville, ilclosed ⋅ opens fri']",il,Retail Trade
