Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
73.77,7011.0,lodging hotels motels resorts,inca inn llc,['motel'],inca inn llc,['motel'],moab ut,Travel
27.54,nan,nan,power  inc.,"['manufacturer · coral gables, fltemporarily closed', 'welding supply store · cutler bay, flclosed ⋅ opens fri', 'miami, fl', 'near pinecrest, fl']",power pizzeria,['pizza restaurant'],pinecrest fl,Entertainment
157.5,5969.0,direct marketers (nec),asap chem dry,[],asap chem dry,[],az,"Trade, Professional and Personal Services"
30.67,5814.0,fast food restaurants,sammy's wdfr pizza grn,"['view all', 'pizza restaurant']",sammys woodfired pizza,['pizza restaurant'],henderson nv,Entertainment
10.0,nan,nan,m a azam md inc,"['family practice physician in el cajon, california']",muhammad azam md,"['family practice physician in el cajon, california']",el cajon ca,Health and Community Services
80.0,7298.0,beauty or health spas,foot mark,"['massage therapist in arlington, texas']",xian foot reflexology,"['podiatrist in arlington, texas']",arlington tx,Health and Community Services
40.0,5812.0,restaurants or eating places,tajine alami,['african restaurant'],tajine alami,['african restaurant'],manitou spgs co,Entertainment
237.3,nan,nan,select inn   lewis,['motel'],select inn,"['lewisville, tx', 'houston, tx', 'near texas', 'stafford, tx']",tx,Travel
50.0,8111.0,attorneys or legal services,mathur law offices,"['lawyer in dallas, texas']",mathur law offices p.c,"['lawyer in dallas, texas']",dallas tx,"Trade, Professional and Personal Services"
180.0,5812.0,restaurants or eating places,eve's tease cabaret,"['adult entertainment club in phoenix, arizona']",eves tease,"['adult entertainment club in phoenix, arizona']",phoenix az,Entertainment
7.0,nan,nan,squeakys lube expr,"['· oil change w hanley aveclosed ⋅ opens fri', '· car n government wayclosed ⋅ opens fri', ""near coeur d'alene, id"", '· oil change servicespokane valley, waclosed ⋅ opens fri']",squeakys lube express,"[""oil change service in coeur d'alene, idaho""]",coeur d alene id,Services to Transport
57.85,5542.0,automated fuel dispensers,dal soglio,"['fuel supplier in midvale, utah']",dal soglio,"['fuel supplier in midvale, utah']",midvale ut,Services to Transport
22.28,nan,nan,cherokee quali,"['gas station in jackson county, north carolina']",cherokee quality plus,"['gas station in jackson county, north carolina']",whittier nc,Services to Transport
34.86,5814.0,fast food restaurants,splash cafe,"['view all', 'american restaurant']",splash cafe,"['view all', 'american restaurant']",pismo beach ca,Entertainment
62.57,nan,nan,the funplex,"['amusement center in east hanover, new jersey']",the funplex,"['amusement center in east hanover, new jersey']",east hanover nj,Entertainment
15.55,5812.0,restaurants or eating places,taiwan dragon chinese,['chinese restaurant'],taiwan dragon chinese restaurant,['chinese restaurant'],killeen tx,Entertainment
134.0,7342.0,disinfecting or exterminating services,hometeam pest defense,"['near arizona', 'peoria, azclosed ⋅ opens fri', 'tucson, azclosed ⋅ opens fri', 'tempe, azclosed ⋅ opens fri']",hometeam pest defense,"['woodbridge, vaclosed ⋅ opens fri', 'kearneysville, wvclosed ⋅ opens fri', 'near washington dc (hagerstown md)']",az,"Trade, Professional and Personal Services"
30.0,8042.0,ophthalmologists or optometrists,hope eye center,"['optician in sun lakes, arizona']",hope eye center,"['optician in sun lakes, arizona']",sun lakes az,Health and Community Services
59.94,nan,nan,sushi pop,['japanese restaurant'],sushi pop restaurant,['japanese restaurant'],oviedo fl,Entertainment
39.0,5811.0,caterers,karen sorensen ent,['view all'],karen sorenson,[],flagstaff az,"Trade, Professional and Personal Services"
100.0,8111.0,attorneys or legal services,douglas p simpson and,"['view all', 'lawyer in salt lake city, utah']",simpson douglas p,"['lawyer in salt lake city, utah']",ut,"Trade, Professional and Personal Services"
22.0,5812.0,restaurants or eating places,sobe bongos cuban cafe,['cuban restaurant'],south beach munchies,['cuban restaurant'],miami beach fl,Entertainment
11.2,5812.0,restaurants or eating places,thai osha restaura,['thai restaurant'],thai osha restaurant,['thai restaurant'],pleasant hill ca,Entertainment
100.0,8099.0,medical services and health practitioners (nec),monroe urgent care,"['urgent care center in monroe, michigan']",monroe urgent care,"['urgent care center in monroe, michigan']",monroe mi,Health and Community Services
83.36,8011.0,doctors or physicians,big horn pediatrics pc,"['pediatrician in gillette, wyoming']",big horn pediatrics,"['pediatrician in gillette, wyoming']",gillette wy,Health and Community Services
10.0,2741.0,miscellaneous publishing and printing,sfprint.com,"['print shop in san francisco, california']",sf print and passport photos,"['print shop in san francisco, california']",san francisco ca,Property and Business Services
10.25,5542.0,automated fuel dispensers,academy conoco,"['n academy blvdopen now', 'near colorado springs, co', 'n academy blvd', 's academy blvdopen']",conoco,"['s nevada aveopen', 'near colorado springs, co', 'n academy blvd', 's academy blvdopen']",colorado spri co,Services to Transport
112.0,5975.0,hearing aids -- sales service and supply stores,a to z hearing ctr,"['audiologist in el paso, texas']",a to z southwest hearing center,"['audiologist in el paso, texas']",el paso tx,Health and Community Services
30.0,8011.0,doctors or physicians,oasis family practice,"['family law attorney in denver, colorado']",oasis family practice,"['family law attorney in denver, colorado']",denver co,"Trade, Professional and Personal Services"
21.36,5812.0,restaurants or eating places,moxies classic grill #,"['view all', 'bar & grill']",moxies,"['ave swopen ⋅ closes', 'hopewell way neopen ⋅ closes', 'shawville blvd secloses soon ⋅', 'near calgary, ab, canada']",calgary cd,Entertainment
20.0,7549.0,towing services,towing llc,"['near arizona', '· towing serviceopen hours', '· towing servicephoenix, azclosed ⋅ opens fri']",rapid towing,"['towing service in cochise county, arizona']",az,Services to Transport
34.02,nan,nan,total choice shipp,[],total choice shipping,"['packaging company in columbia heights, minnesota']",mn,Communication Services
23.79,5812.0,restaurants or eating places,lamad lemmon #,['view all'],lamad lemmon #,['view all'],dallas tx,Entertainment
27.05,5812.0,restaurants or eating places,hibachi buffet,['chinese restaurant'],hibachi buffet,['chinese restaurant'],minneapolis mn,Entertainment
68.29,7399.0,business services (nec),postnet tx,"['austin, txclosed ⋅ opens fri', 'near san antonio, tx', 'round rock, txclosed ⋅ opens fri']",postnet,[],san antonio tx,Property and Business Services
216.32,4722.0,travel agencies,"web sawadee plc,thaila",[],"web sawadee plc,thaila",[],suratthani th,Travel
66.0,8042.0,ophthalmologists or optometrists,orinda optometry group,"['optometrist in orinda, california']",orinda optometry,"['optometrist in orinda, california']",orinda ca,Health and Community Services
30.0,7392.0,management public relations or consulting services,baymerch,[],baymerch,[],los angeles ca,Property and Business Services
129.0,nan,nan,tenma digital,"['store in panama city, panama']",panama park,"['view all', 'pharmacy in jacksonville, florida']",panama pb,Travel
7.0,nan,nan,surf thru express,"['near clovis, ca', 'w shaw avecloses soon ⋅', 'herndon avecloses soon ⋅']",surf thru express,"['near clovis, ca', 'w shaw avecloses soon ⋅', 'herndon avecloses soon ⋅']",clovis ca,Services to Transport
44.06,nan,nan,fruitville bp,['gas station'],shell,"['n washington', 's osprey', 'n tamiami trailopen', 'near sarasota, fl']",sarasota fl,Services to Transport
15.65,5812.0,restaurants or eating places,findlay's smokehouse b,['barbecue restaurant'],famous daves bar b que,['barbecue restaurant'],des moines ia,Entertainment
34.39,nan,nan,bacchus at the ely,['view all'],bacchus,['wine cellar'],houston tx,Entertainment
17.78,5812.0,restaurants or eating places,lornas kitchen,['italian restaurant'],lornas italian kitchen,['italian restaurant'],san diego ca,Entertainment
10.36,nan,nan,the townhouse rest,"['view all', 'american restaurant']",townhouse restaurant,"['view all', 'american restaurant']",oviedo fl,Entertainment
82.6,5812.0,restaurants or eating places,kennedys pub,['american restaurant'],kennedys pub,['american restaurant'],marlbro ma,Entertainment
18.22,5812.0,restaurants or eating places,mr cinders,['hamburger restaurant'],mr cinders,['hamburger restaurant'],oshkosh wi,"Trade, Professional and Personal Services"
32.18,nan,nan,pizza and brew res,['italian restaurant'],pizza and brew scarsdale,['pizza restaurant'],greenburgh ny,Entertainment
10.0,nan,nan,eman threading n&h,"['near lubbock, tx', '· beauty st ⋅ opens fri', '· beauty university ave unit aclosed ⋅ opens mon']",eman threading,"['beauty salon in lubbock, texas']",lubbock tx,"Trade, Professional and Personal Services"
17.19,nan,nan,bb eats,['cafe'],bb eats,['cafe'],santa cruz ca,Entertainment
25.0,8398.0,charitable or social services organizations,so others might eat(we,"['non-profit organization in washington, d.c.']",some so others might eat,"['view all', 'non-profit organization in washington, d.c.']",dc,Health and Community Services
888.0,8999.0,professional services (nec),paypal *vwcsonic,[],paypal *vwcsonic,[],ca,"Trade, Professional and Personal Services"
26.57,nan,nan,cholla tile llc,"['roofing supply store in maricopa county, arizona']",cholla tile,"['roofing supply store in maricopa county, arizona']",tempe az,"Trade, Professional and Personal Services"
24.18,5812.0,restaurants or eating places,barley station brewpub,['pub'],barley station brewpub,['pub'],salmon arm cd,Entertainment
74.95,4225.0,public warehousing-farm prod refridgerat,sw mccormick ranch,[],sw mccormick ranch,[],az,"Trade, Professional and Personal Services"
33.88,5812.0,restaurants or eating places,gurley street grill,['american restaurant'],gurley st grill,['american restaurant'],prescott az,Entertainment
15.27,5814.0,fast food restaurants,pizza mart,['pizza restaurant'],pizza mart,['pizza restaurant'],mesa az,Entertainment
50.0,5812.0,restaurants or eating places,the bum steer on th,['steak house'],the bum steer on 5th,['steak house'],spearfish sd,Entertainment
20.49,5992.0,florists,a garden within llc,"['landscape designer · red berry drclosed ⋅ opens fri', 'near prescott, az', 'garden center · miller valley rdclosed ⋅ opens fri', 'massage therapist · garden st']",olive garden italian restaurant,['italian restaurant'],prescott az,Entertainment
32.55,nan,nan,pho van beaverton,['vietnamese restaurant'],pho van beaverton town square,['vietnamese restaurant'],beaverton or,Entertainment
1023.0,nan,nan,clipper/rewards ma,[],clipper,"['sightseeing tour agency in pittsburgh, pennsylvania']",pa,"Trade, Professional and Personal Services"
59.0,nan,nan,elkhorn golf club,"['golf club in san joaquin county, california']",elkhorn golf club,"['golf club in san joaquin county, california']",stockton ca,Entertainment
29.95,nan,nan,world''s best bra,[],top of the world,"['open in maps', 'vista point in laguna beach, california']",ca,Entertainment
5.0,nan,nan,cnsv,"[""children's hospital in merrifield, virginia""]",childrens national specialist,"[""children's hospital in merrifield, virginia""]",fairfax va,Health and Community Services
10.0,8999.0,professional services (nec),spca monterey county,"['animal shelter in monterey county, california']",the spca for monterey county,"['animal shelter in monterey county, california']",monterey ca,Health and Community Services
10.45,5411.0,grocery stores or supermarkets,mannheim commissary,['view all'],mannheim citgo,"['gas station in southfield, michigan']",germany xx,Services to Transport
18.49,4511.0,airlines air carriers (not listed below),wings of alaska d of,"['office · alaskatemporarily closed', 'near alaska', 'tourist attraction · juneau, ak', 'view all', 'air force base · anchorage, ak']",wings airways and the taku glacier lodge,"['tourist attraction in juneau, alaska']",ak,Entertainment
40.75,8398.0,charitable or social services organizations,grace to you,[],grace to you,[],ca,Health and Community Services
231.0,8021.0,dentists or orthodontists,ronald d cox md,[],dr. ronald d. cox md,[],tempe az,Health and Community Services
19.48,5812.0,restaurants or eating places,meson azteca mexican c,['mexican restaurant'],meson azteca mexican cuisine,['mexican restaurant'],pleasant hill ca,Entertainment
15.94,nan,nan,one veg world,['vegan restaurant'],one veg world,['vegan restaurant'],west covina ca,Entertainment
60.84,5812.0,restaurants or eating places,lee garden restaurant,['cantonese restaurant'],lee garden,['cantonese restaurant'],toronto cd,Entertainment
23.5,7832.0,motion picture theaters,gilbert town ctr,"['near gilbert, az', 'shopping mall · s gilbert rdclosed ⋅ opens fri', 'shopping mall · mesa, az', 'shopping mall · e warner rdcloses soon ⋅']",san tan eyecare,"['optometrist in gilbert, arizona']",gilbert az,Health and Community Services
2.99,7393.0,detective agency protective serv guard dog armored car,lookout inc.,"['corporate office · san francisco, ca', 'near santa clara county, ca', '· $$gay bar · san francisco, ca', 'employment agency · sunnyvale, ca']",lookout inc.,[],ca,Property and Business Services
