Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
35.0,8011.0,doctors or physicians,gary j silverman do,[],silverman gary j do,[],scottsdale az,Health and Community Services
8.5,nan,nan,russell   t,"['animal shelter in manhattan, kansas', 'view all']",security st title,"['title company in russell, kansas']",russell ks,"Trade, Professional and Personal Services"
52.77,nan,nan,hyatt regency sana,"['e market st', 'near san antonio, tx', 'losoya st', 'hyatt resort dr']",hyatt regency,"['near san antonio, tx', 'losoya st', 'hyatt resort dr']",san antonio tx,Travel
15.06,5699.0,apparel and accessory shops -- miscellaneous,cottonon plaza bonita,"['clothing store in national city, california']",cotton on,"['clothing store in national city, california']",national city ca,Retail Trade
57.62,nan,nan,tokyo tasty japane,[],tokyo peking,['chinese restaurant'],sewell nj,Entertainment
76.8,5992.0,florists,tlf*tony foss flowers,"['florist in oklahoma city, oklahoma']",tony foss flowers,"['florist in oklahoma city, oklahoma', 'view all']",ok,Retail Trade
6.49,5812.0,restaurants or eating places,burger shoppe,"['· $hamburger · e indian school rdclosed ⋅ opens fri', '· $hamburger · n aveclosed ⋅ opens fri', '· $hamburger · w thomas rdcloses soon ⋅', 'near phoenix, az']",burger shoppe,"['· $hamburger · e indian school rdclosed ⋅ opens fri', '· $hamburger · n aveclosed ⋅ opens fri', '· $hamburger · w thomas rdcloses soon ⋅', 'near phoenix, az']",phoenix az,Entertainment
22.54,5712.0,furniture home furnishings & equip stores excl appliances,eclectix,"['antique store in boulder, colorado']",eclectix,"['antique store in boulder, colorado']",boulder co,Retail Trade
24.05,5542.0,automated fuel dispensers,sharp`s bp,"['atm in bethany, missouri']",bp,"['miller', 'near bethany, mo', 's stclosed ⋅ opens', 'miller stopen hours']",bethany mo,Services to Transport
20.0,nan,nan,he roseville clini,"['medical center · county road w', 'near roseville, mn', 'medical clinic · snelling ave nclosed ⋅ opens fri', 'medical clinic · county rd c westclosed ⋅ opens fri']",healthpartners north suburban family physicians clinic roseville,"['medical clinic in roseville, minnesota']",mn,Health and Community Services
392.84,nan,nan,sand point registr,"['rv park in mohave county, arizona']",sandpoint marina and rv park,"['rv park in mohave county, arizona']",lake havasu c az,Travel
25.0,nan,nan,pmg carew internal,"['family practice physician in fort wayne, indiana']",parkview physicians,"['liberty mills rd', 'near fort wayne, in', 'n clinton st', 'ymca w, park drclosed ⋅ opens']",fort wayne in,Health and Community Services
50.93,nan,nan,chef's warehouse,"['restaurant supply store in fort myers, florida']",chefs warehouse,"['restaurant supply store in fort myers, florida']",ft. myers fl,Retail Trade
69.93,nan,nan,wood bros floor co,"['flooring store in sacramento, california']",wood brothers floor coverings,"['flooring store in sacramento, california']",sacramento ca,Retail Trade
18.21,nan,nan,tiddlywinks,"['toy store in orange, california']",tiddlywinks toys and games,"['toy store in orange, california']",orange ca,Retail Trade
8.0,nan,nan,parmar petroleum l,"['diesel fuel supplier · w main stclosed ⋅ opens', 'heating oil supplier · n stclosed ⋅ opens', 'near stroudsburg, pa', 'heating oil supplier · main stclosed ⋅ opens']",stiff oil,"['heating oil supplier in stroudsburg, pennsylvania']",e stroudsburg pa,"Trade, Professional and Personal Services"
53.0,nan,nan,tasc,[],tasc,[],tx,Property and Business Services
13.86,8220.0,universities colleges sr colleges or professional schools,uofa chick fil a,['fast food restaurant'],chick fil a,"['n oracle rdcloses soon ⋅', 'w irvington rdcloses soon ⋅', 'e broadway blvdcloses soon ⋅', 'near tucson, az']",tucson az,Entertainment
23.05,5812.0,restaurants or eating places,bedrocks on the bay,['pizza restaurant'],bedrocks on the bay,['pizza restaurant'],or,Entertainment
15.99,nan,nan,hilltop veterinary,"['animal hospital in virginia beach, virginia']",hilltop veterinary clinic,"['animal hospital in virginia beach, virginia']",virginia beac va,Health and Community Services
10.42,5411.0,grocery stores or supermarkets,wholefds enc #,"['· $grocery store · leucadia blvdopen ⋅ closes', 'near encinitas', '· $$$grocery store · del mar, cacloses soon ⋅', 'supermarket · encinitas blvdcloses soon ⋅']",whole foods market,['grocery store'],encinitas ca,Retail Trade
27.02,4812.0,telecommuncations equipment including telephone sales,at&t tk,['driving directions'],at and t,"['sw military dr suite ⋅ opens fri', 'austin hwyclosed ⋅ opens fri', 'near san antonio, tx', 'medical dr ste ⋅ opens fri']",san antonio tx,Communication Services
38.8,5812.0,restaurants or eating places,reddragonkitchen.co,[],red dragon,"['tattoo and piercing shop · rocklin, caclosed ⋅ opens fri', 'yoga studio · mill valley, caclosed ⋅ opens fri', '· $$chinese restaurant · concord, cacloses soon ⋅', 'near santa clara county, ca']",ca,Entertainment
200.0,8021.0,dentists or orthodontists,minick orthodontics,"['dentist · e ave', 'near aurora, co', 'dentist · s gun club rd']",minick jerry dds,"['dentist in aurora, colorado']",aurora co,Health and Community Services
4.0,5813.0,alcoholic beverages drinking places - bars nightclubs etc,toby & jacks bar,['bar'],toby and jacks,['bar'],arcata ca,Entertainment
21.4,nan,nan,hallers automotive,"['auto repair shop in beacon square, florida']",hallers automotive,"['auto repair shop in beacon square, florida']",new port rich fl,Services to Transport
39.75,nan,nan,car care tec,"['auto repair shop in houston, texas']",car care tec,"['auto repair shop in houston, texas']",houston tx,Services to Transport
8.89,5812.0,restaurants or eating places,in tea,['tea house'],in tea,['tea house'],littleton co,Retail Trade
9.13,5814.0,fast food restaurants,the smash tomato,['view all'],the smash tomato,['view all'],cardston cd,Entertainment
33.0,5813.0,alcoholic beverages drinking places - bars nightclubs etc,daddy rabbit's pub,['karaoke bar'],daddy rabbits pub,['karaoke bar'],lewisville tx,Entertainment
15.12,nan,nan,pjs car wash park,"['car wash in wall township, new jersey']",pjs car wash park,"['car wash in wall township, new jersey']",spring lake nj,Services to Transport
19.9,7216.0,dry cleaners,cleanology dry cleanin,"['dry cleaner in glendale, arizona']",cleanology dry cleaners,"['dry cleaner in glendale, arizona']",glendale az,"Trade, Professional and Personal Services"
19.24,5812.0,restaurants or eating places,pepo's cafe,['cuban restaurant'],pepos cafe,['cuban restaurant'],tampa fl,Entertainment
9.75,5812.0,restaurants or eating places,no tomatoes!,"['beer garden · w pico blvdcloses soon ⋅', '· $$$vegan · s alameda st ⋅ opens fri', 'near los angeles', 'restaurant · hillhurst avetemporarily closedsouthern brazilian eats in chill digs']",souplantation,['buffet restaurant'],los angeles ca,Entertainment
49.0,7230.0,barber or beauty shops,mission hair and nails,"['beauty salon in san diego, california']",mission hair and nails,"['beauty salon in san diego, california']",san diego ca,"Trade, Professional and Personal Services"
11.08,5814.0,fast food restaurants,bc food mart,['grocery store'],b c foods,['grocery store'],portland or,Retail Trade
20.0,7922.0,theatrical producers (excl motion pictures) ticket agencies,reelradioin,[],reelradioin,[],ca,Entertainment
23.0,nan,nan,pablo's barber sho,"['barber shop in logan, utah']",pablos barbershop,"['barber shop in logan, utah']",logan ut,"Trade, Professional and Personal Services"
37.65,5511.0,auto/truck dealers new/used sale repair parts & lease,ford of orange,"['ford dealer in orange, california']",ford of orange,"['ford dealer in orange, california']",orange ca,Retail Trade
25.0,nan,nan,berkeley hills den,"['vaporizer store · university ave suite by appointment onlyclosed ⋅ opens fri', 'apartment building · channing wayopen hours', 'public university · berkeley, caclosed ⋅ opens sunresearch school by san francisco bay', 'near berkeley hills, berkeley']",vapor den,"['vaporizer store in berkeley, california']",berkeley ca,Retail Trade
52.26,5812.0,restaurants or eating places,new station pizza,['pizza restaurant'],new station pizza,['pizza restaurant'],lansdale pa,Entertainment
19.58,5814.0,fast food restaurants,istanbul kebab house c,['turkish restaurant'],istanbul kebab house,"['· $restaurant · airport-pulling rdclosed ⋅ opens', 'restaurant · mahkeme,', '· $$turkish · tamiami trail nclosed ⋅ opens', 'near naples, fl']",naples fl,Entertainment
193.15,5940.0,bicycle shops -- sales and service,bike's direct,"['bicycle shop · e mckellips rd suite ⋅ opens fri', 'bicycle shop · n power rd ⋅ opens fri', 'near mesa, az', 'bicycle shop · s power rd ⋅ opens fri']",bikes direct,"['bicycle repair shopqueen creek, azclosed ⋅ opens fri', 'bicycle s power rd ⋅ opens fri', 'bicycle n power rd ⋅ opens fri', 'near mesa, az']",mesa az,Retail Trade
10.79,5411.0,grocery stores or supermarkets,illesheim commissary,['view all'],illesheim commissary,['view all'],germany xx,Retail Trade
24.36,5812.0,restaurants or eating places,taj chaat house,['indian restaurant'],taj chaat house,['indian restaurant'],irving tx,Entertainment
55.0,7298.0,beauty or health spas,hair by nadine,"['hair salon in aspen park, colorado']",mountain serenity salon,"['hair salon in jefferson county, colorado']",conifer co,"Trade, Professional and Personal Services"
32.02,5970.0,craft or artist's supply shops,reuel s studio arts,"['university department in salt lake city, utah']",reuels studio arts sandy ut,[],salt lake cty ut,Retail Trade
398.05,5655.0,riding or sports apparel stores,decathlon italia,"['near milan, metropolitan city of milan, italy', 'via grosotto, ⋅ opens', 'corso buenos aires, ⋅ opens', 'foro buonaparte, ⋅ opens']",decathlon italia,"['near milan, metropolitan city of milan, italy', 'via grosotto, ⋅ opens', 'corso buenos aires, ⋅ opens', 'foro buonaparte, ⋅ opens']",milano it,Retail Trade
18.98,5921.0,liquor wine package or beer stores,abc liquors,['liquor store'],abc liquors,['liquor store'],bear de,Retail Trade
169.8,8299.0,schools and educational services (nec),adrenaline gymnastics,"['gymnastics center in littleton, colorado']",adrenaline gymnastics academy,"['gymnastics center in littleton, colorado']",centennial co,Entertainment
20.0,nan,nan,mytech automotive,"['auto repair shop in woodbridge, virginia']",mytech automotive,"['auto repair shop in woodbridge, virginia']",woodbridge va,Services to Transport
6.78,nan,nan,ucsf moffitt cafe,"['cafe', 'public university in san francisco, california']",moffitt cafe,['cafe'],san francisco ca,Entertainment
37.0,nan,nan,beauty lounge,"['beauty salon in san diego, california']",beauty lounge,"['beauty salon in san diego, california']",san diego ca,"Trade, Professional and Personal Services"
64.0,8021.0,dentists or orthodontists,sharad n pandhi dds,"['cosmetic dentist in the casas adobes, arizona']",smile perfection,"['cosmetic dentist in the casas adobes, arizona']",tucson az,Health and Community Services
26.3,5137.0,men's women's and children's uniforms,wenzel company,"['lawyer in san francisco, california']",wenzel computer services,"['computer repair service in kansas city, missouri']",mo,Retail Trade
16.97,nan,nan,larkin tire factor,"['tire shop in pleasant grove, utah']",larkin tire factory,"['tire shop in pleasant grove, utah']",pleasant grov ut,Services to Transport
63.91,nan,nan,king valley,['chinese restaurant'],king valley,['chinese restaurant'],pinole ca,Entertainment
100.0,3777.0,mandalay bay resort,mandalay bay resort/ca,"['swimming pool · las vegas, nvclosed ⋅ opens friartificial beach & wave pool at a resort', 'resort hotel · las vegas, nvhigh-end resort with pool area', 'near las vegas, nv', 'hotel · las vegas, nv']",mandalay bay,"['near nevada', 'swimming pool · las vegas, nvclosed ⋅ opens friartificial beach & wave pool at a resort', 'resort hotel · las vegas, nv', 'convention center · las vegas, nv', 'view all']",las vegas nv,Travel
22.33,nan,nan,unimarc la florida,['supermarket'],la serena inn,"['av. del mar', 'near la serena, chile', 'los nísperos']",la serena cl,Travel
104.0,8062.0,hospitals,exempla thornton md cn,"['doctor in thornton, colorado']",womens health,"[""women's health clinicthornton, coclosed ⋅ opens fri"", 'near colorado']",thornton co,Health and Community Services
25.0,nan,nan,gourley and associ,"[""accountant in coeur d'alene, idaho""]",gourley and associates,"[""accountant in coeur d'alene, idaho""]",coeur d alene id,"Trade, Professional and Personal Services"
52.0,nan,nan,leida p stine dds,"['cosmetic dentist in pleasanton, california']",leida p. stine dds,"['view all', 'cosmetic dentist in pleasanton, california']",dublin ca,Health and Community Services
18.68,nan,nan,sweet paris creper,"['drexel drclosed ⋅ opens fri', 'rice boulevardclosed ⋅ opens fri', 'near houston, tx', 'sorella ctclosed ⋅ opens fri']",sweet paris creperie and cafe,"['drexel drclosed ⋅ opens fri', 'rice boulevardclosed ⋅ opens fri', 'near houston, tx', 'sorella ctclosed ⋅ opens fri']",houston tx,Entertainment
98.4,nan,nan,coach & four,['seafood restaurant'],coach and four,['seafood restaurant'],roanoke va,Entertainment
20.0,5719.0,home furnishing specialty stores -- miscellaneous,kenkatkim products,[],kenkatkim products,[],tillamook or,Retail Trade
64.37,nan,nan,royal beauty suppl,"['beauty supply store in bronxville, new york']",royal beauty bronxville,"['beauty supply store in bronxville, new york']",bronxville ny,Retail Trade
